0.000309,0.000034,-0.000350,-0.000831,-0.000014,0.000227,-79.999603,0.036000,0.135000,-0.087000,-0.242000,-0.059200,-0.070400,-0.060000,0.000000
0.000326,0.000014,-0.000343,-0.000817,0.000000,0.000227,-79.999596,0.013500,0.094500,-0.124000,-0.187000,0.025600,0.071200,-0.008800,0.000000
0.000315,0.000006,-0.000357,-0.000845,0.000007,0.000227,-79.999596,0.094500,0.118500,-0.120000,-0.165000,-0.094400,0.073600,-0.051200,0.000000
0.000309,0.000011,-0.000364,-0.000831,0.000007,0.000233,-79.999596,0.069000,0.115500,-0.143000,-0.208000,-0.076000,-0.026400,-0.018400,0.000000
0.000315,0.000017,-0.000343,-0.000831,0.000007,0.000233,-79.999580,0.049500,0.142500,-0.105000,-0.170000,-0.010400,0.036800,-0.009600,0.000000
0.000320,0.000034,-0.000357,-0.000845,-0.000021,0.000233,-79.999588,0.072000,0.072000,-0.121000,-0.233000,-0.062400,0.095200,-0.093600,0.000000
0.000312,0.000009,-0.000343,-0.000845,0.000007,0.000227,-79.999588,0.040500,0.126000,-0.065000,-0.210000,-0.088000,-0.034400,-0.045600,0.000000
0.000326,0.000000,-0.000343,-0.000845,-0.000007,0.000233,-79.999588,0.042000,0.114000,-0.067000,-0.193000,-0.114400,-0.015200,-0.070400,0.000000
0.000320,0.000014,-0.000336,-0.000831,0.000000,0.000233,-79.999588,0.030000,0.150000,-0.132000,-0.259000,-0.008000,0.053600,-0.030400,0.000000
0.000306,0.000011,-0.000364,-0.000838,-0.000021,0.000233,-79.999588,0.081000,0.121500,-0.069000,-0.264000,0.058400,-0.012800,-0.049600,0.000000
0.000309,0.000003,-0.000343,-0.000838,0.000000,0.000233,-79.999588,0.024000,0.084000,-0.067000,-0.230000,-0.068000,0.034400,-0.060800,0.000000
0.000320,0.000017,-0.000336,-0.000824,0.000000,0.000227,-79.999603,0.066000,0.112500,-0.076000,-0.204000,-0.084000,-0.019200,-0.052000,0.000000
0.000323,0.000006,-0.000336,-0.000838,0.000000,0.000227,-79.999588,0.058500,0.112500,-0.102000,-0.175000,-0.104800,0.153600,-0.040000,0.000000
0.000309,0.000017,-0.000336,-0.000838,0.000000,0.000233,-79.999596,0.060000,0.108000,-0.123000,-0.215000,-0.077600,0.053600,-0.072800,0.000000
0.000323,0.000011,-0.000343,-0.000831,0.000000,0.000227,-79.999588,0.070500,0.105000,-0.137000,-0.231000,-0.004800,0.068000,-0.036000,0.000000
0.000315,0.000006,-0.000330,-0.000838,0.000007,0.000227,-79.999588,-0.003000,0.100500,-0.103000,-0.217000,-0.121600,-0.065600,-0.058400,0.000000
0.000326,0.000000,-0.000350,-0.000831,0.000007,0.000233,-79.999611,0.076500,0.112500,-0.082000,-0.182000,0.044800,0.038400,-0.056000,0.000000
0.000309,0.000026,-0.000343,-0.000838,0.000007,0.000233,-79.999596,0.058500,0.105000,-0.118000,-0.240000,-0.082400,0.028800,0.008000,0.000000
0.000335,0.000000,-0.000357,-0.000831,-0.000007,0.000233,-79.999603,0.025500,0.108000,-0.103000,-0.284000,-0.032800,0.131200,-0.001600,0.000000
0.000323,0.000003,-0.000343,-0.000838,0.000007,0.000233,-79.999619,0.057000,0.117000,-0.084000,-0.195000,0.000000,0.032000,-0.061600,0.000000
0.000323,0.000006,-0.000336,-0.000831,0.000000,0.000227,-79.999588,0.066000,0.120000,-0.131000,-0.260000,-0.073600,-0.031200,-0.078400,0.000000
0.000320,0.000011,-0.000336,-0.000831,0.000007,0.000233,-79.999603,0.076500,0.067500,-0.096000,-0.224000,0.012000,0.086400,-0.097600,0.000000
0.000303,0.000029,-0.000357,-0.000838,0.000000,0.000233,-79.999596,0.084000,0.118500,-0.077000,-0.144000,-0.031200,0.004000,-0.072000,0.000000
0.000320,0.000011,-0.000336,-0.000831,0.000007,0.000227,-79.999588,0.105000,0.118500,-0.100000,-0.222000,0.010400,0.116800,-0.082400,0.000000
0.000303,0.000017,-0.000336,-0.000845,0.000007,0.000227,-79.999611,0.061500,0.114000,-0.104000,-0.201000,-0.052800,0.068000,-0.096800,0.000000
0.000332,0.000006,-0.000357,-0.000831,-0.000021,0.000227,-79.999596,0.073500,0.112500,-0.148000,-0.212000,-0.115200,-0.024000,-0.057600,0.000000
0.000298,-0.000003,-0.000343,-0.000845,0.000007,0.000227,-79.999596,0.027000,0.133500,-0.108000,-0.201000,0.004800,0.111200,-0.083200,0.000000
0.000320,0.000029,-0.000336,-0.000838,0.000014,0.000227,-79.999588,0.042000,0.102000,-0.026000,-0.249000,0.022400,-0.028800,-0.057600,0.000000
0.000309,-0.000003,-0.000350,-0.000838,0.000000,0.000227,-79.999603,0.067500,0.121500,-0.118000,-0.200000,-0.132000,0.090400,-0.094400,0.000000
0.000323,0.000003,-0.000350,-0.000838,-0.000007,0.000227,-79.999596,0.036000,0.123000,-0.096000,-0.217000,0.024800,0.086400,-0.079200,0.000000
0.000323,0.000000,-0.000336,-0.000817,-0.000027,0.000233,-79.999596,0.073500,0.136500,-0.101000,-0.189000,-0.108800,0.038400,-0.024800,0.000000
0.000309,0.000011,-0.000371,-0.000845,0.000021,0.000227,-79.999596,0.099000,0.150000,-0.130000,-0.201000,-0.028800,-0.043200,-0.024000,0.000000
0.000312,-0.000003,-0.000350,-0.000831,0.000000,0.000227,-79.999588,0.063000,0.178500,-0.120000,-0.217000,-0.035200,0.155200,-0.081600,0.000000
0.000323,0.000020,-0.000343,-0.000838,0.000007,0.000233,-79.999603,0.036000,0.151500,-0.087000,-0.197000,-0.058400,0.086400,-0.024800,0.000000
0.000312,0.000011,-0.000357,-0.000845,-0.000007,0.000227,-79.999603,0.057000,0.075000,-0.117000,-0.155000,-0.042400,0.112000,-0.056000,0.000000
0.000306,0.000011,-0.000350,-0.000831,-0.000014,0.000233,-79.999596,0.045000,0.138000,-0.129000,-0.203000,-0.059200,0.013600,-0.043200,0.000000
0.000323,0.000014,-0.000343,-0.000838,-0.000007,0.000227,-79.999596,0.039000,0.127500,-0.097000,-0.198000,0.053600,0.081600,-0.014400,0.000000
0.000309,0.000014,-0.000343,-0.000845,0.000007,0.000233,-79.999603,0.036000,0.211500,-0.096000,-0.214000,-0.027200,0.019200,-0.047200,0.000000
0.000318,0.000000,-0.000343,-0.000851,0.000000,0.000227,-79.999588,0.040500,0.154500,-0.071000,-0.202000,-0.028800,0.042400,-0.033600,0.000000
0.000315,0.000023,-0.000343,-0.000831,0.000007,0.000233,-79.999588,0.073500,0.159000,-0.125000,-0.198000,-0.084800,0.029600,0.006400,0.000000
0.000320,0.000017,-0.000330,-0.000838,-0.000014,0.000227,-79.999596,0.042000,0.133500,-0.084000,-0.166000,-0.004000,-0.001600,-0.085600,0.000000
0.000318,0.000017,-0.000343,-0.000838,0.000007,0.000227,-79.999580,0.070500,0.136500,-0.102000,-0.227000,-0.107200,0.101600,-0.014400,0.000000
0.000300,0.000037,-0.000336,-0.000845,0.000014,0.000227,-79.999588,0.073500,0.112500,-0.106000,-0.200000,-0.083200,0.128800,-0.070400,0.000000
0.000338,0.000006,-0.000343,-0.000831,-0.000014,0.000233,-79.999596,0.040500,0.147000,-0.120000,-0.164000,-0.096800,0.030400,-0.060000,0.000000
0.000318,0.000011,-0.000357,-0.000831,-0.000014,0.000227,-79.999596,0.058500,0.130500,-0.108000,-0.190000,0.006400,0.017600,-0.096800,0.000000
0.000315,0.000014,-0.000357,-0.000838,-0.000007,0.000233,-79.999588,0.082500,0.130500,-0.080000,-0.195000,0.003200,-0.008000,-0.033600,0.000000
0.000329,0.000009,-0.000336,-0.000838,0.000014,0.000227,-79.999596,0.057000,0.130500,-0.093000,-0.192000,0.030400,-0.044000,-0.056800,0.000000
0.000315,0.000011,-0.000336,-0.000831,0.000014,0.000227,-79.999588,0.058500,0.124500,-0.137000,-0.209000,0.018400,-0.016000,-0.057600,0.000000
0.000312,-0.000009,-0.000336,-0.000838,0.000014,0.000233,-79.999596,0.034500,0.157500,-0.118000,-0.202000,-0.020000,0.113600,-0.029600,0.000000
0.000315,0.000017,-0.000343,-0.000824,0.000000,0.000233,-79.999611,0.058500,0.090000,-0.109000,-0.187000,-0.135200,0.011200,-0.049600,0.000000
0.000329,0.000009,-0.000336,-0.000838,0.000007,0.000233,-79.999588,0.030000,0.115500,-0.143000,-0.219000,-0.127200,0.061600,-0.036000,0.000000
0.000326,0.000020,-0.000350,-0.000838,0.000007,0.000233,-79.999619,0.060000,0.148500,-0.100000,-0.202000,-0.032800,0.102400,-0.064800,0.000000
0.000320,-0.000014,-0.000350,-0.000838,-0.000007,0.000233,-79.999596,0.027000,0.111000,-0.112000,-0.243000,-0.080800,0.035200,-0.055200,0.000000
0.000338,0.000014,-0.000350,-0.000838,-0.000007,0.000227,-79.999588,0.081000,0.126000,-0.124000,-0.178000,-0.028000,0.055200,-0.032800,0.000000
0.000309,0.000020,-0.000350,-0.000838,-0.000014,0.000227,-79.999588,0.057000,0.108000,-0.109000,-0.242000,-0.056000,0.037600,-0.031200,0.000000
0.000312,0.000011,-0.000343,-0.000831,0.000021,0.000227,-79.999603,0.066000,0.150000,-0.079000,-0.217000,-0.033600,0.084000,-0.074400,0.000000
0.000318,0.000026,-0.000336,-0.000845,-0.000027,0.000220,-79.999588,0.063000,0.142500,-0.132000,-0.203000,-0.104800,0.111200,-0.034400,0.000000
0.000303,0.000003,-0.000350,-0.000845,0.000007,0.000227,-79.999580,0.034500,0.111000,-0.141000,-0.239000,-0.087200,0.044000,-0.095200,0.000000
0.000332,0.000017,-0.000350,-0.000838,-0.000021,0.000227,-79.999588,0.069000,0.117000,-0.078000,-0.181000,0.052000,0.072800,-0.039200,0.000000
0.000309,0.000023,-0.000336,-0.000838,0.000007,0.000227,-79.999580,0.021000,0.120000,-0.116000,-0.189000,-0.000800,-0.019200,-0.062400,0.000000
0.000340,0.000017,-0.000350,-0.000831,-0.000014,0.000233,-79.999596,0.067500,0.105000,-0.081000,-0.223000,0.043200,0.064800,-0.042400,0.000000
0.000303,0.000020,-0.000323,-0.000845,0.000007,0.000233,-79.999588,0.015000,0.135000,-0.083000,-0.181000,-0.096800,0.013600,-0.047200,0.000000
0.000318,0.000011,-0.000343,-0.000838,-0.000007,0.000233,-79.999580,0.066000,0.150000,-0.112000,-0.214000,-0.096800,-0.036000,-0.031200,0.000000
0.000303,-0.000003,-0.000343,-0.000838,0.000000,0.000227,-79.999588,0.037500,0.118500,-0.091000,-0.242000,-0.093600,-0.024800,-0.048000,0.000000
0.000318,0.000020,-0.000350,-0.000838,-0.000014,0.000227,-79.999588,0.009000,0.109500,-0.121000,-0.229000,-0.059200,0.073600,-0.076800,0.000000
0.000303,0.000006,-0.000343,-0.000851,0.000000,0.000233,-79.999588,0.042000,0.148500,-0.094000,-0.167000,-0.036800,0.069600,-0.097600,0.000000
0.000326,0.000017,-0.000336,-0.000824,0.000000,0.000233,-79.999596,0.097500,0.099000,-0.091000,-0.193000,0.036000,0.098400,-0.055200,0.000000
0.000318,0.000017,-0.000343,-0.000845,0.000007,0.000233,-79.999596,0.031500,0.126000,-0.113000,-0.192000,-0.059200,0.110400,-0.080000,0.000000
0.000320,0.000003,-0.000350,-0.000838,0.000000,0.000227,-79.999596,0.049500,0.154500,-0.115000,-0.210000,-0.050400,0.014400,-0.038400,0.000000
